000d8011-5cb5-4448-ae27-2597bc4b0c24	POLICE		Rinconada	Maipú	-70.777854	-33.508865	[$date#2025-06-01T18:00:01.291Z]
000ed60e-3b51-46f6-9bbd-138ce4fea988	POLICE		Gustavo Eiffel	Maipú	-70.750857	-33.476962	[$date#2025-06-01T14:05:38.954Z]
0019d404-f975-4221-ac37-998eb12ade3a	CHIT_CHAT		Gilberto Fuenzalida	Las Condes	-70.544821	-33.389601	[$date#2025-06-01T14:20:36.95Z]
0021db62-c218-4591-b1d6-2f17a88e8ba5	HAZARD	hazard_on_road_construction	Av. Américo Vespucio	Pudahuel	-70.764551	-33.459014	[$date#2025-06-01T02:35:24.644Z]
0022f932-09e4-4fc7-b109-639bd87e57fe	JAM		San Francisco	La Cisterna	-70.644818	-33.518091	[$date#2025-05-31T23:20:23.913Z]
00232faa-a090-447e-b619-b2f532d50831	HAZARD	hazard_on_road_pot_hole	Jacques Cousteau	Maipú	-70.771452	-33.541097	[$date#2025-05-31T22:26:17.005Z]
002accd3-fe38-4167-b210-cf4f4483a9f7	HAZARD	hazard_on_road	Raúl Labbé	Lo Barnechea	-70.493866	-33.362094	[$date#2025-06-01T07:20:34.038Z]
00341cb9-dca0-4a10-a973-91329a094832	POLICE		Nataniel Cox	Santiago	-70.654161	-33.444726	[$date#2025-06-01T18:59:57.026Z]
003c619f-7b89-42b7-a29c-c49335f9d536	HAZARD	hazard_on_road_traffic_light_fault	Av. Marathon	Macul	-70.612005	-33.489687	[$date#2025-06-01T16:05:40.216Z]
005a9295-820b-4a2c-acf9-1c5d077d0c93	HAZARD	hazard_on_road_pot_hole	Hamburgo	Ñuñoa	-70.577008	-33.446435	[$date#2025-05-31T23:45:20.642Z]
006575b7-04a7-442d-b43b-b04f897b4f02	JAM		Chesterton	Las Condes	-70.545435	-33.397188	[$date#2025-06-01T16:25:38.361Z]
006cf9e4-6c74-4469-8862-ce34e8cf3fcb	JAM	jam_stand_still_traffic	Av. Quilín Sur	Peñalolén	-70.544042	-33.501284	[$date#2025-06-01T01:25:26.132Z]
007c5983-39bc-4d73-9021-a0895c120e62	JAM	jam_heavy_traffic	Santa Elena	Maipú	-70.753762	-33.478792	[$date#2025-05-31T23:25:23.118Z]
007f112c-f8e2-4032-b590-317c3dffe4f1	JAM		1º de Mayo	San Joaquín	-70.624184	-33.490613	[$date#2025-06-01T00:30:23.809Z]
00805699-8f7d-4818-8acf-cf6a247f9713	POLICE		Av. Muñoz Gamero	Recoleta	-70.646929	-33.400562	[$date#2025-05-31T23:40:18.417Z]
00853319-2d62-4163-a336-647bcf0f41de	JAM	jam_stand_still_traffic	Artesanos	Independencia	-70.65235	-33.430984	[$date#2025-06-01T18:14:56.14Z]
00ad4a80-cdae-4a78-869e-b5e591b25fdf	CHIT_CHAT		Merced	Santiago	-70.635425	-33.436798	[$date#2025-06-01T13:50:34.412Z]
00ad8df5-8d43-45b4-a23c-e01d47640f65	JAM	jam_stand_still_traffic	Av. La Florida	La Florida	-70.569488	-33.544945	[$date#2025-05-31T22:26:20.094Z]
00c815e8-7119-4a80-b0a1-fc158391bfa2	JAM	jam_heavy_traffic	Av. Libertador Bernardo O'Higgins	Santiago	-70.665784	-33.447617	[$date#2025-06-01T18:54:56.313Z]
00dc36fd-a9ec-45b6-ae95-52fde0c37101	CHIT_CHAT		Av. Segunda Transversal	Maipú	-70.744389	-33.497856	[$date#2025-06-01T00:10:22.971Z]
00e955e1-3fd5-4b68-900d-0345d7af0580	POLICE		Ciencias	La Cisterna	-70.668462	-33.531059	[$date#2025-06-01T01:45:24.505Z]
00ff4501-6550-46f2-b474-4a806c7f1f51	HAZARD	hazard_on_road_pot_hole	Hostos	Quinta Normal	-70.710587	-33.432724	[$date#2025-05-31T21:26:15.703Z]
0111d2f2-5117-4be7-b8ff-ec8368b2b781	POLICE		Av. Américo Vespucio	Macul	-70.578303	-33.47692	[$date#2025-06-01T18:10:03.471Z]
012833c3-6900-47ea-99d6-d57e95cf22f5	POLICE		Las Encinas	Vitacura	-70.582748	-33.38351	[$date#2025-06-01T18:34:58.045Z]
01287ce6-cbfd-4f7b-8c7f-e358f7bb0a19	JAM	jam_heavy_traffic	Av. Américo Vespucio	Cerrillos	-70.714652	-33.51617	[$date#2025-05-31T23:40:22.628Z]
0130bdd9-a895-4d53-99ae-4958cf9846fb	POLICE		Punta Arenas	La Florida	-70.610766	-33.517449	[$date#2025-05-31T20:56:20.49Z]
0135657a-2a83-4463-845c-ca14cd08dad2	POLICE		Acceso Estacionamiento Mall - Padre Hurtado Sur	Las Condes	-70.540262	-33.414147	[$date#2025-06-01T19:09:58.193Z]
01424239-fc48-4d87-9a4f-de03754408d6	POLICE		César Copetta	Pudahuel	-70.793246	-33.404539	[$date#2025-06-01T20:42:45.129Z]
0148bf72-f3f7-474b-801f-fb50f52ff180	JAM	jam_stand_still_traffic	Av. Nueva Providencia	Providencia	-70.612548	-33.42492	[$date#2025-05-31T22:26:08.099Z]
0174a1d6-8d70-4c49-8481-f0ced5bc91d7	HAZARD	hazard_on_road_traffic_light_fault	Av. Fermín Vivaceta	Independencia	-70.662862	-33.421597	[$date#2025-06-01T18:09:56.507Z]
018c774d-dc22-4621-a332-519774c9c9c8	POLICE		Av. Domingo Santa María	Independencia	-70.65704	-33.415564	[$date#2025-06-01T06:45:30.36Z]
01b7f021-b982-4897-a372-3a873d8d1e47	HAZARD	hazard_on_road_pot_hole	Paracelso	Maipú	-70.769947	-33.539122	[$date#2025-06-01T15:55:39.512Z]
01ba12a9-28d9-4c74-ab5e-02d7186badb7	HAZARD	hazard_on_road	Alcalde Alberto Jenschke	La Reina	-70.560039	-33.432586	[$date#2025-05-31T23:10:21.325Z]
01bc07dd-f826-404d-bf64-3ecc6b43e24b	ROAD_CLOSED		Constantinopla	Maipú	-70.768588	-33.547168	[$date#2025-05-31T21:16:20.75Z]
01c1e583-dcc7-4e77-a26e-a10679d46b80	HAZARD	hazard_on_road_pot_hole	Av. Perú	Recoleta	-70.640109	-33.4242	[$date#2025-05-31T20:56:16.175Z]
01c4256e-327b-481a-9cd1-b52f54724662	POLICE		La Galaxia	Maipú	-70.795806	-33.504277	[$date#2025-06-01T16:15:41.036Z]
01d16f96-c189-4e63-869b-e8c85aed853b	POLICE		Av. José Joaquín Pérez	Quinta Normal	-70.704443	-33.432279	[$date#2025-05-31T22:26:08.1Z]
01d1f13f-9c74-43b0-90e2-e00e764bcaec	HAZARD	hazard_on_shoulder_car_stopped	Av. Manquehue Sur	Las Condes	-70.563767	-33.424577	[$date#2025-06-01T16:05:37.966Z]
01d366ad-6fb9-4dc4-986e-0bd4f162c35b	JAM	jam_stand_still_traffic	Av. Senador Jaime Guzmán	Ñuñoa	-70.593017	-33.447654	[$date#2025-05-31T22:26:11.748Z]
01d39a10-0821-43f2-af50-f1fbd60f71f4	POLICE		Corredor transporte público Dorsal	Conchalí	-70.671076	-33.398804	[$date#2025-05-31T21:11:16.305Z]
01e2266f-0d59-4d71-9d92-2c82e18dc8b2	POLICE		Rosal	Santiago	-70.641169	-33.43782	[$date#2025-06-01T19:52:45.389Z]
01e55e8d-0d45-4f3e-a9fc-e1f256d474ac	CHIT_CHAT		Arturo Prat	Santiago	-70.649034	-33.450432	[$date#2025-05-31T23:30:22.833Z]
01f82019-a84b-4628-9e8b-401a7c5f2c6c	POLICE	police_hiding	Teniente Pizzoleo	Quilicura	-70.711666	-33.369566	[$date#2025-06-01T13:50:34.412Z]
01fd7649-f66a-401d-b719-c0a6d2826da6	ROAD_CLOSED	road_closed_event	Aves del Paraíso	Maipú	-70.748344	-33.471714	[$date#2025-05-31T20:56:20.49Z]
0205359a-174d-4218-acd6-6b68cf640ad5	HAZARD	hazard_on_road_pot_hole	Av. Pajaritos	Maipú	-70.736804	-33.471809	[$date#2025-05-31T23:25:23.118Z]
023de784-e07e-4a9b-8e62-71241c10b1a2	HAZARD	hazard_on_road	Av. Américo Vespucio	La Florida	-70.597163	-33.520657	[$date#2025-06-01T08:55:37.598Z]
024d4bd6-deae-4b58-b80c-0e11e025dbb7	HAZARD	hazard_on_shoulder_car_stopped	San Luis de Macul	Peñalolén	-70.589144	-33.506625	[$date#2025-06-01T02:45:27.363Z]
02522165-ca2b-4326-8120-a6bdc07dab5e	ROAD_CLOSED	road_closed_event	Longitudinal	Maipú	-70.748596	-33.473052	[$date#2025-05-31T20:56:20.49Z]
02524d3d-0bc6-4451-adc6-78d0d5ab1f70	POLICE		Marín	Santiago	-70.637036	-33.446373	[$date#2025-06-01T18:49:56.293Z]
02564439-6464-4389-9c48-64928cfb1f2b	JAM		Purísima	Recoleta	-70.638679	-33.434177	[$date#2025-06-01T07:50:33.723Z]
026a09c1-0e82-4db8-a6c3-9453ebe4926a	POLICE		Av. Libertador Bernardo O'Higgins	Santiago	-70.652009	-33.443995	[$date#2025-06-01T14:45:34.277Z]
027b4a5e-f780-4e4d-99d6-291084f3f844	POLICE		Catedral	Santiago	-70.651018	-33.437336	[$date#2025-06-01T15:50:34.514Z]
02968076-0b58-45ae-9f1e-ad6575264952	ROAD_CLOSED		Ayuntamiento	Quinta Normal	-70.702654	-33.428704	[$date#2025-06-01T16:30:35.401Z]
02a047af-51ff-498a-b7f7-989ccb0074e4	JAM	jam_heavy_traffic	Camino El Bosque	Maipú	-70.790828	-33.547291	[$date#2025-05-31T23:40:22.628Z]
02a18670-ec36-4c63-83c3-3dd073194cad	JAM		Av. Lo Errázuriz	Cerrillos	-70.723374	-33.489722	[$date#2025-06-01T18:55:00.89Z]
02a5206b-bfe2-4683-ab62-3f9ce67ef563	ROAD_CLOSED	road_closed_event	Gran Avenida José Miguel Carrera	La Cisterna	-70.663315	-33.533231	[$date#2025-05-31T22:26:17.006Z]
02b08785-dd9a-4ae1-9703-4276e2de41f2	CHIT_CHAT		Bellavista	Providencia	-70.635077	-33.434735	[$date#2025-06-01T03:25:29.042Z]
02b51957-8675-4035-b760-d73f9c54a5f1	HAZARD	hazard_on_road	Lynch Norte	La Reina	-70.566384	-33.445922	[$date#2025-05-31T23:10:21.324Z]
02c87c85-a88a-4949-a06c-2355c7892924	HAZARD	hazard_on_road	Av. Irarrázaval	Ñuñoa	-70.604622	-33.454167	[$date#2025-06-01T09:25:37.126Z]
02cec15e-72b5-4479-b665-2a27be192699	HAZARD	hazard_on_shoulder_car_stopped	Av. Santa Rosa	San Miguel	-70.641814	-33.481245	[$date#2025-06-01T00:30:23.81Z]
02cf1f8f-5f44-4046-af61-a58172b5de9f	ACCIDENT		Av. José Joaquín Pérez	Quinta Normal	-70.705658	-33.432333	[$date#2025-06-01T03:10:29.668Z]
02d65554-ebf0-410c-8b22-d124737a00b3	POLICE		Av. Grecia	Peñalolén	-70.575485	-33.469549	[$date#2025-06-01T20:47:52.918Z]
02e3b41b-e169-430d-82c6-711cf4e94a4b	JAM		Av. Mapocho	Quinta Normal	-70.688295	-33.432586	[$date#2025-06-01T01:20:20.058Z]
02e684a0-3b35-4ecd-aa55-16fc29a61ce8	ROAD_CLOSED	road_closed_event	Gran Avenida José Miguel Carrera	La Cisterna	-70.663176	-33.532757	[$date#2025-05-31T23:10:23.834Z]
02e8daa7-c23b-4b92-b681-abefa49238aa	JAM	jam_stand_still_traffic	Av. José Manuel Balmaceda	Renca	-70.711583	-33.402665	[$date#2025-05-31T23:10:18.723Z]
02eb4b9f-0883-48e2-8922-3c2ad16aa12e	CHIT_CHAT		José Victorino Lastarria	Santiago	-70.641173	-33.438699	[$date#2025-06-01T21:17:46.36Z]
02ed625c-96e2-482d-b5ac-32e8d890541c	CHIT_CHAT			San Miguel	-70.638655	-33.510381	[$date#2025-06-01T16:10:40.024Z]
02fa46b9-a7c6-40b5-b648-0a3cde399263	POLICE		Gran Avenida José Miguel Carrera	San Miguel	-70.650049	-33.485568	[$date#2025-05-31T21:26:20.131Z]
030e75be-837a-44d3-9f8c-9f14f6763313	JAM	jam_heavy_traffic	Av. Manuel Rodríguez	Santiago	-70.659702	-33.437513	[$date#2025-05-31T22:26:08.1Z]
031413ac-191b-4a8a-b6a9-a1fd092fd647	JAM	jam_stand_still_traffic	Pío Nono	Recoleta	-70.635512	-33.435073	[$date#2025-06-01T18:39:56.941Z]
0316682c-2a28-4210-8b8c-b17842e4b87d	POLICE	police_with_mobile_camera	Isla Adelaida	La Florida	-70.610083	-33.538756	[$date#2025-06-01T03:20:32.58Z]
031f80c2-42ff-438f-af44-67d275a0376e	POLICE		Av. Camilo Henríquez	Puente Alto	-70.567369	-33.548347	[$date#2025-06-01T07:20:38.191Z]
0332a199-6138-417a-8bdc-09f372cef645	HAZARD	hazard_on_shoulder_car_stopped	Bravo de Saravia	Independencia	-70.678037	-33.40692	[$date#2025-06-01T17:54:56.352Z]
0334e53e-164d-4e60-ad5e-0cd2a93f8aab	POLICE		Av. Brasil	Santiago	-70.664965	-33.441288	[$date#2025-06-01T09:05:32.062Z]
03498e8e-7158-4ee7-aba9-d948bbec3463	HAZARD	hazard_on_road	Av. Apoquindo	Las Condes	-70.55151	-33.408324	[$date#2025-06-01T01:50:21.951Z]
034b1c25-91eb-4ff6-9ce6-3c3c30a33e95	HAZARD	hazard_on_road_pot_hole	Merced	Santiago	-70.637768	-33.436875	[$date#2025-05-31T23:45:18.504Z]
03553cdc-7dd1-497d-a1b1-38f6628dda78	HAZARD	hazard_on_road_traffic_light_fault	Av. Los Leones	Providencia	-70.604536	-33.423558	[$date#2025-06-01T03:45:29.129Z]
0362bd03-f044-4af1-a8c5-1ffc1fad4dee	ROAD_CLOSED	road_closed_event	Comandante Malbec	Lo Barnechea	-70.5157	-33.360296	[$date#2025-05-31T20:56:18.482Z]
03696dd5-a3c7-4cf4-950e-2037135f63b7	JAM		Av. Padre Alberto Hurtado	Estación Central	-70.689044	-33.458841	[$date#2025-06-01T00:15:23.465Z]
0369d9f2-d905-4c06-ab1c-b0b6787edfcb	HAZARD	hazard_on_road_construction	Av. Padre Hurtado Norte	Vitacura	-70.548511	-33.389563	[$date#2025-06-01T03:15:30.483Z]
037e1669-826d-4190-8d39-181a884718fe	HAZARD	hazard_on_shoulder_car_stopped	Av. Providencia	Providencia	-70.60684	-33.420198	[$date#2025-06-01T00:50:19.144Z]
0389dba1-ee5b-420f-b8c7-431b12c63f79	POLICE		Sangra	Pudahuel	-70.757333	-33.455235	[$date#2025-06-01T03:05:32.356Z]
038b278e-5289-4927-b6c1-f0a1cddb3841	JAM	jam_stand_still_traffic	Av. Ossa	La Reina	-70.571364	-33.448749	[$date#2025-06-01T02:00:21.722Z]
038c2155-0923-4540-bccc-38ab4922e18c	JAM		San Luis de Macul	Peñalolén	-70.588312	-33.506207	[$date#2025-05-31T21:26:22.337Z]
0394d4dc-653d-4ff6-a1a1-0ff7415d8a72	POLICE		Caletera Sur Ruta 68	Miraflores de Curacaví	-71.077862	-33.406747	[$date#2025-06-01T20:32:53.02Z]
03a65bdc-da05-475b-a9d3-a6d1e202ed14	JAM	jam_heavy_traffic	Av. Camilo Henríquez	Puente Alto	-70.566376	-33.549653	[$date#2025-05-31T20:56:22.508Z]
03b3f929-5e7d-40f1-920e-c6a980e1613b	CHIT_CHAT		Ernesto Pinto Lagarrigue	Recoleta	-70.637158	-33.432387	[$date#2025-06-01T05:00:30.011Z]
03bb2954-0018-47cc-8380-0a034d5aabf4	JAM		San Francisco	San Ramón	-70.652171	-33.546487	[$date#2025-05-31T23:15:23.511Z]
03bbeb22-de9f-475f-814e-862e73eb1556	JAM	jam_heavy_traffic	Mariano Sánchez Fontecilla	Peñalolén	-70.554335	-33.473293	[$date#2025-05-31T22:36:12.491Z]
03c25af8-d786-47e5-947b-c558aca1131e	HAZARD	hazard_on_shoulder_car_stopped	Av. Américo Vespucio	Lo Espejo	-70.703505	-33.519748	[$date#2025-05-31T21:26:20.131Z]
03d12d1b-378f-4ae3-9fcc-4975f3ae7174	POLICE		Av. Vicuña Mackenna	Providencia	-70.635116	-33.437309	[$date#2025-06-01T19:57:44.891Z]
03e023f3-5546-46cf-be5a-53da1b853604	ROAD_CLOSED	road_closed_event	Gran Avenida José Miguel Carrera	La Cisterna	-70.663315	-33.533231	[$date#2025-06-01T05:25:33.985Z]
